"Id","Action"
1,0.94124302867184
2,0.942225332639569
3,0.941567113288996
4,0.944010311127785
5,0.941806407162851
6,0.948460411488923
7,0.941451924680295
8,0.947080785661151
9,0.942450779239955
10,0.941707929654098
11,0.941707929654098
12,0.94131052842521
13,0.941938320593816
14,0.941955646840399
15,0.942250947035513
16,0.942056200285388
17,0.941960062558585
18,0.941707929654098
19,0.941915219696321
20,0.941717497425288
21,0.941707929654098
22,0.950128254230497
23,0.943505832754266
24,0.941723274681196
25,0.941371997383522
26,0.972715262002651
27,0.941315824953763
28,0.941356004132881
29,0.941451924680295
30,0.941022551733802
31,0.94131052842521
32,0.943153847150667
33,0.942010512073231
34,0.941451924680295
35,0.94131052842521
36,0.943458075434467
37,0.943226698076522
38,0.950514227487115
39,0.941296949553627
40,0.941275814424941
41,0.942163691248326
42,0.949072992661911
43,0.94131273923804
44,0.94131052842521
45,0.941707929654098
46,0.950496983178945
47,0.943831309416304
48,0.941293516486492
49,0.941330775297511
50,0.896979445880304
51,0.949831289746624
52,0.94131052842521
53,0.94131052842521
54,0.950099725195557
55,0.942166474030463
56,0.94124302867184
57,0.94131052842521
58,0.942197809002431
59,0.941246961073096
60,0.94228318703682
61,0.942115164227725
62,0.941331305167651
63,0.941197314144872
64,0.943385171824674
65,0.941622268947188
66,0.953573959231328
67,0.899836589944948
68,0.945373631534681
69,0.941707929654098
70,0.941294546426399
71,0.941717497425288
72,0.94215792536223
73,0.941197679647289
74,0.94131052842521
75,0.94228318703682
76,0.946639657492359
77,0.94190186704381
78,0.943153847150667
79,0.943585926927861
80,0.950174048756867
81,0.945377232101132
82,0.941707929654098
83,0.947006791112385
84,0.942250947035513
85,0.941705059035432
86,0.94124302867184
87,0.941781563499857
88,0.942150325550344
89,0.943614684023393
90,0.942514927153097
91,0.943153847150667
92,0.943226698076522
93,0.9472900609852
94,0.941707929654098
95,0.941707929654098
96,0.941959383237844
97,0.941707929654098
98,0.941294699302627
99,0.945892493069628
100,0.941587083185296
101,0.942150325550344
102,0.953382982808838
103,0.941707929654098
104,0.942450779239955
105,0.942150325550344
106,0.943934716177093
107,0.946067969647465
108,0.941707929654098
109,0.941451924680295
110,0.941733161690604
111,0.941707929654098
112,0.94137309002422
113,0.941707929654098
114,0.94214367494614
115,0.941834105667947
116,0.94131052842521
117,0.94131052842521
118,0.941834105667947
119,0.941649534335649
120,0.941451924680295
121,0.943560302822026
122,0.941717497425288
123,0.941065049562362
124,0.947682075729364
125,0.943626739348184
126,0.941707929654098
127,0.942350457270361
128,0.940915778677789
129,0.941606832130474
130,0.950672227335014
131,0.942763823120774
132,0.941188909547232
133,0.941707929654098
134,0.941892773600377
135,0.942204453765638
136,0.941707929654098
137,0.94131052842521
138,0.941717497425288
139,0.941962100476043
140,0.947080785661151
141,0.941707929654098
142,0.94103202661939
143,0.94137309002422
144,0.950785266575869
145,0.942444133741144
146,0.941277648140615
147,0.94134903527488
148,0.941707929654098
149,0.942197809002431
150,0.951856822835483
151,0.943226698076522
152,0.943153847150667
153,0.941717497425288
154,0.941707929654098
155,0.941587083185296
156,0.941707929654098
157,0.941705059035432
158,0.941854155483873
159,0.94190186704381
160,0.943226698076522
161,0.942350457270361
162,0.942015272838923
163,0.941380654979664
164,0.941707929654098
165,0.941306713987082
166,0.941748104393954
167,0.941707929654098
168,0.941707929654098
169,0.940558162506517
170,0.941214676504209
171,0.943226698076522
172,0.946699982892972
173,0.941847472932504
174,0.941451924680295
175,0.950933118995019
176,0.943300393545266
177,0.94126913629619
178,0.943843321182349
179,0.941707929654098
180,0.94134903527488
181,0.941241310683548
182,0.950672227335014
183,0.941246961073096
184,0.941717497425288
185,0.943626739348184
186,0.94131052842521
187,0.942056200285388
188,0.94131273923804
189,0.941717497425288
190,0.947413513964796
191,0.943867337467061
192,0.941959383237844
193,0.942763823120774
194,0.941622268947188
195,0.943784162995926
196,0.942444133741144
197,0.957900594963704
198,0.94131052842521
199,0.943626739348184
200,0.941707929654098
201,0.943964724166132
202,0.942598013267267
203,0.941233750975544
204,0.941707929654098
205,0.949332867575965
206,0.94190186704381
207,0.94131052842521
208,0.941707929654098
209,0.941716485414855
210,0.941717497425288
211,0.94228318703682
212,0.942228999201638
213,0.941958074822115
214,0.941781563499857
215,0.941707929654098
216,0.941707929654098
217,0.941707929654098
218,0.94137309002422
219,0.944010311127785
220,0.94131052842521
221,0.967597229951298
222,0.941806407162851
223,0.942296497320587
224,0.942450779239955
225,0.941451924680295
226,0.941707929654098
227,0.941194907193678
228,0.94131052842521
229,0.942271810142635
230,0.94131052842521
231,0.941707929654098
232,0.942150325550344
233,0.941705059035432
234,0.947682075729364
235,0.941707929654098
236,0.941295576349363
237,0.941707929654098
238,0.94131052842521
239,0.941707929654098
240,0.94131052842521
241,0.941306713987082
242,0.94124302867184
243,0.943117142955831
244,0.941707929654098
245,0.942450779239955
246,0.94131052842521
247,0.940931497386079
248,0.943385171824674
249,0.941451924680295
250,0.94131052842521
251,0.942250947035513
252,0.942567706177856
253,0.941122709272731
254,0.952452748041099
255,0.942129423845363
256,0.941203656122334
257,0.941705059035432
258,0.941940019459992
259,0.942056200285388
260,0.942763823120774
261,0.942444133741144
262,0.941449441557563
263,0.946542288276143
264,0.942015272838923
265,0.941214676504209
266,0.941707929654098
267,0.94131052842521
